name,year,rate,code
"BALLSTON SPA/ALBANY	 NY	",2019,2025,38
"BANGOR	 ME	",2019,1314,44
"BARSTOW/FORT IRWIN	 CA	",2019,1242,6
"BEALE AFB	 CA	",2019,2034,23
"BEAUFORT/PARRIS ISLAND	 SC	",2019,1620,43
"BISMARCK	 ND	",2019,1278,27
"BLOOMINGTON	 IN	",2019,1146,20
"BOISE	 ID	",2019,1197,22
"BOULDER	 CO	",2019,2082,32
"CHAMPAIGN/URBANA	 IL	",2019,1071,49
CHARLESTON WV,2019,1677,18
"CHARLOTTESVILLE	 VA	",2019,1137,34
"CHATTANOOGA	 TN	",2019,1566,48
"CINCINNATI	 OH	",2019,1287,7
"COLUMBIA/JEFFERSON CITY	MO	",2019,1695,15
"COLUMBUS AFB	 MS	",2019,1149,14
"DAVIS-MONTHAN AFB	 AZ	",2019,996,29
"DES MOINES	 IA	",2019,1314,46
"DULUTH	 MN	",2019,1455,11
"DULUTH	 MN	",2019,1488,26
"EGLIN AFB	 FL	",2019,1488,39
"ESSEX CO	 MA	",2019,1452,45
"FAYETTEVILLE	 AR	",2019,2514,47
"FORT COLLINS	 CO	",2019,1143,1
"FORT COLLINS	 CO	",2019,1722,35
"FORT LEAVENWORTH	 KS	",2019,1263,21
"HAMPDEN COUNTY	 MA	",2019,1743,40
"HAWAII COUNTY	 HI	",2019,2205,28
"HELENA	 MT	",2019,999,25
"NEW LONDON	 CT	",2019,1545,31
"OGDEN/HILL AFB	 UT	",2019,1317,33
"RAPID CITY/ELLSWORTH AFB	 SD	",2019,1203,4
"ABERDEEN PROVING GROUNDS	 MD	",2020,1785,30
"ABERDEEN PROVING GROUNDS	 MD	",2020,1785,42
"ABILENE/DYESS AFB	 TX	",2020,1167,5
"AKRON	 OH	",2020,1140,8
"ALBANY	 GA	",2020,960,10
"ALBUQUERQUE/KIRTLAND AFB	 NM	",2020,1404,3
"ALEXANDRIA	 LA	",2020,900,36
"ALLENTOWN/BETHLEHEM	 PA	",2020,1842,13
"ALLENTOWN/BETHLEHEM	 PA	",2020,1842,41
"ALTUS AFB	 OK	",2020,894,17
"ANCHORAGE	 AK	",2020,2067,50
"ANN ARBOR	 MI	",2020,2034,37
"ANNISTON/FORT MCCLELLAN AL	",2020,858,9
"ASHEVILLE	 NC	",2020,1602,16
"ASTORIA	 OR	",2020,1506,2
"ASTORIA	 OR	",2020,1506,12
"BALLSTON SPA/ALBANY	 NY	",2020,2148,19
"BALLSTON SPA/ALBANY	 NY	",2020,2148,24
"BALLSTON SPA/ALBANY	 NY	",2020,2148,38
"BANGOR	 ME	",2020,1332,44
"BARSTOW/FORT IRWIN	 CA	",2020,1359,6
"BEALE AFB	 CA	",2020,2115,23
"BEAUFORT/PARRIS ISLAND	 SC	",2020,1677,43
"BISMARCK	 ND	",2020,1269,27
"BLOOMINGTON	 IN	",2020,1254,20
"BOISE	 ID	",2020,1236,22
"BOULDER	 CO	",2020,2010,32
"CHAMPAIGN/URBANA	 IL	",2020,1020,49
CHARLESTON WV,2020,1038,18
"CHARLOTTESVILLE	 VA	",2020,1806,34
"CHATTANOOGA	 TN	",2020,1317,48
"CINCINNATI	 OH	",2020,1629,7
"COLUMBIA/JEFFERSON CITY	MO	",2020,1095,15
"COLUMBUS AFB	 MS	",2020,975,14
"DAVIS-MONTHAN AFB	 AZ	",2020,1425,29
"DES MOINES	 IA	",2020,1398,46
"DULUTH	 MN	",2020,1536,11
"DULUTH	 MN	",2020,1536,26
"EGLIN AFB	 FL	",2020,1536,39
"ESSEX CO	 MA	",2020,2556,45
"FAYETTEVILLE	 AR	",2020,1047,47
"FORT COLLINS	 CO	",2020,1740,1
"FORT COLLINS	 CO	",2020,1740,35
"FORT LEAVENWORTH	 KS	",2020,1461,21
"HAMPDEN COUNTY	 MA	",2020,1683,40
"HAWAII COUNTY	 HI	",2020,2346,28
"HELENA	 MT	",2020,951,25
"NEW LONDON	 CT	",2020,1608,31
"OGDEN/HILL AFB	 UT	",2020,1485,33
"RAPID CITY/ELLSWORTH AFB	 SD	",2020,1305,4
